question_title,question_author,question_date,question_content,url,scraped_at,answer_number,doctor_name,answer_date,answer_content
No Title,Anonymous,Unknown,"Dokter, mau bertanya. Anak saya baru lahir, usianya sekarang sekitar 2 minggu. Dari beberapa hari yang lalu matanya sering belekan, terutama waktu bangun tidur, dan kadang beleknya cukup banyak sampai bikin matanya susah kebuka. Saya sudah coba bersihkan pakai kapas hangat, tapi besoknya keluar lagi. Kadang cuma satu mata, kadang dua-duanya. Bayinya sih tetap aktif dan mau menyusu, tapi saya jadi khawatir, ini normal nggak ya buat bayi baru lahir? Apa ini bisa jadi tanda infeksi atau ada saluran air matanya yang tersumbat?",https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengatasi-belek-yang-terus-keluar-pada-bayi-baru,2025-11-10T12:35:57.868674,8,dr. Riza Marlina,"15 Juli 2025, 19:15","Alo, selamat sore

Mata belekan pada bayi dapat dikatakan normal bila muncul pada kondisi tertentu seperti saat bayi bangun tidur, namun jika belekan keluar terus menerus kondisi ini bisa disebabkan karena infeksi seperti virus atau bakteri. Untuk anak ibu sebaiknya kontrol lebih lanjut ke dokter secara langsung saja agar mendapatkan pengobatan lebih lanjut atau bisa konsultasi dengan dokter melalui chat via aplikasi alodokter.

Untuk secara mandiri penanganan belek yang bisa ibu lakukan ialah :

• Cuci tangan hingga bersih sebelum dan sesudah membersihkan belek mata di kecil

• Siapkan kapas bersih dan basahi dengan air hangat

• Usap mata si kecil secara perlahan dari sudut mata bagian dalam ke sudut bagian luar

• Ulangi hingga mat si kecil bersih dari belek dan kerak

• Keringkan mata si kecil menggunakan handuk berbahan lembut atau kain lap bayi

• Segera cuci handuk atau kain lap tersebut guna mengindari kontaminasi

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Saya akhir-akhir ini sering banget ngerasa mata pegel, perih, dan agak merah tiap habis main HP terlalu lama, apalagi pas malam hari sebelum tidur. Rasanya kayak kering gitu, terus kadang juga jadi agak berair sendiri. Saya udah coba kurangi durasi main HP, tapi tetap aja mata suka gak nyaman. Sebenarnya saya takut ini bakal jadi masalah mata yang lebih serius. Tapi saya juga agak ragu buat langsung pakai obat tetes kimia. Kira-kira ada gak ya obat alami atau cara tradisional yang aman buat ngurangin keluhan sakit mata kayak gini? Atau mungkin makanan atau kebiasaan tertentu yang bisa bantu juga?",https://www.alodokter.com/komunitas/topic/apakah-ada-obat-alami-untuk-sakit-mata-karena-terlalu-lama,2025-11-10T12:36:01.734602,1,dr. Riza Marlina,"10 Juni 2025, 20:59","Alo, selamat malam

Keluhan kondisi mata anda alami bisa mengarah kesuatu kondisi mata kering, sindrom mata kering ialah ketika mata tidak mendapatkan pelumas yang cukup dari air mata dimana kondisi ini dapat menyebabkan rasa tidak nyaman di mata. Salah satu penyebab mata kering ialah peningkatan penguapan air mata yang diakibatkan mata jarang berkedip pada kondisi menatap layar hp dalam waktu lama

Untuk mengatasi kondisi anda alami ini yang bisa anda lakukan secara mandiri ialah :

• Mengurangi penggunaan HP

• Kompres hangat pada mata

• Gunakan obat tetes mata yang mengandung air mata buatan yang bisa anda beli bebas di apotik

• Gunakan kacamata saat keluar rumah

• Hindari sering menyentuh mata

Jika dengan penanganan mandiri tidak membantu, keluhan terus anda alami bahkan makin buruk maka anda bisa konsultasi dengan dokter mata melalui chat via aplikasi alodokter untuk mendapatkan penanganan lebih lanjut.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Saya udah dua hari ini ngerasa mata kanan saya sakit banget setiap kali ngelirik ke arah kanan, padahal enggak habis kena debu atau pakai lensa kontak. Rasanya tuh kayak ketarik atau pegal di bagian dalam mata, terutama pas lagi banyak aktivitas depan laptop. Saya juga jadi agak sering ngucek mata karena kerasa enggak nyaman terus. Tapi anehnya, kalau mata saya diem aja enggak terasa sakit. Ini kira-kira karena kecapekan aja atau ada masalah lain ya? Saya agak khawatir soalnya baru kali ini ngalamin sakit pas melirik gitu.",https://www.alodokter.com/komunitas/topic/apa-penyebab-mata-terasa-nyeri-saat-melirik-ke-samping-,2025-11-10T12:36:05.127657,1,dr. Riza Marlina,"9 Juni 2025, 16:17","Alo, selamat sore

Mata sakit saat melirik dapat disebabkan oleh beragam hal seperti :

• Mata lelah akibat menatap layar leptop dalam waktu lama

• Mata kering

• Infeski atau iritasi pada mata

Diatas adalah beberapa kemungkinan penyebab yang bisa anda alami, namun tentu untuk memastikan suatu penyakit diperlukannya pemeriksaan secara langsung ke dokter, namun untuk kondisi anda ini tidak perlu langsung temui dokter, bisa tangani secara mandiri dengan cara :

• Kompres hangat mata

• Gunakan obat tetes air mata buatan

• Istirahatkan mata saat anda sudah selesai bekerja di depan leptop

• Lakukan metode 20-20-20 yaitu setiap 20 menit istirhatkan mata selama 20 detik dengan melihat objek berjarak 20 kaki atau 6 meter

Jika sudah melakukan hal diatas, keluhan anda alami tidak membaik juga anda bisa melakukan pemeriksaan lebih lanjut ke dokter secara langsung untuk mendapatkan pemeriksaan dan penanganan yang lebih tepat sesuai penyebab yang mendasari.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Ijin bertanya dokter, Saya sering menggunakan handphone untuk berbagai keperluan sehari-hari, mulai dari bekerja, berkomunikasi, hingga hiburan. Tapi, saya mulai merasa khawatir karena saya dengar handphone bisa berdampak negatif bagi kesehatan, terutama kalau digunakan terlalu lama. Apa saja ya dampak negatif handphone yang bisa memengaruhi tubuh atau kehidupan saya, dok? Saya pernah mendengar tentang gangguan tidur, mata lelah, dan masalah kesehatan mental, tapi apakah ada dampak lainnya, seperti pengaruh terhadap otak atau sistem saraf?",https://www.alodokter.com/komunitas/topic/apa-saja-dampak-negatif-handphone-untuk-kesehatan-dan-kehidupan-sehari-hari-,2025-11-10T12:36:08.977428,1,dr. Riza Marlina,"15 Mei 2025, 17:11","Alo, selamat sore

HP merupakan alat komunikasi yang memiliki berbagai fitur menarik guna menunjang produktivitas setiap orang, namun dibalik kegunaan tersebut, ada beberapa dampak negatif HP yang dapat menganggu kesehatan bila penggunaannya tidak terkontrol. Beberapa dampak yang didapat seperti yang anda sebutkan diatas. Dampak untuk otak biasanya akibat pengaruh radiasi dari HP. HP bekerja dengan cara memancarkan gelombang radiasi, dimana paparan radiasi inilah yang diduga dapat meningaktkan resiko kanker serta gangguan dibagian otak dan saraf terlebih bila terlalu sering terkena paparannya.

Namun sejauh ini masih sedikit data dan bukti ilmiah terkait bahaya radiasi HP pada manusia yang dapat meningkatkan resiko kanker atau gangguan pada otak dan saraf, satu-satunya efek radiasi yang terbukti ialah peningkatan panas di bagain tubuh yang dekat saat menggunakan HP seperti kepala dan telinga, namun seberapa tinggi kenaikan suhu tubuh dari radiasi dan efeknya juga belum diketahui pasti ya.

Lebih terlihat dampak buruk hp yaitu yang anda sebutkan seperti gangguan tidur, mata tegang atau lelah, mata kering, pengelihatan kabur serta menimbulkan keluhan kesemutan dan otot tegang pada leher dan jari. Untuk mencegah hal ini tentu harus batasi penggunaan HP.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Selamat pagi dok, Dok, saya tiba-tiba merasa khawatir karena mata saya belakangan ini kelihatan agak kuning. Awalnya saya nggak terlalu sadar, tapi sekarang makin kelihatan jelas. Apakah mata kuning itu tanda ada masalah kesehatan serius? Saya nggak merasa sakit, cuma sedikit lelah, tapi kenapa bisa terjadi ya? Apa penyebab mata saya jadi kuning seperti ini? Saya juga sempat baca kalau mata kuning bisa berhubungan dengan masalah hati atau empedu, jadi saya jadi lebih khawatir. Apakah saya perlu segera cek ke dokter atau ada gejala lain yang harus diperhatikan? Mohon penjelasan dan saran,",https://www.alodokter.com/komunitas/topic/apa-penyebab-mata-kuning-dan-bagaimana-mengatasinya-,2025-11-10T12:36:12.819586,1,dr. Riza Marlina,"22 April 2025, 10:21","Alo, selamat pagi

Mata kuning ditandai dengan menguningnya bagian putih mata (sklera), mata kuning terjadi ketika kadar bilirubin di dalam tubuh terlalu banyak, bilirubin ialah zat yang dihasilkan dari penguraian sel darah merah yang dapat memberikan warna kuning pada urin dan tinja. Ada beberapa penyebab terjadinya mata kuning seperti :

• Gangguan pada hati

• Batu empedu

• Gangguan pankreas

• Efek obat tertentu seperti obat tbc salah satunya

Saran saya anda menemui dokter penyakit dalam saja untuk kondisi mata kuning anda ini agar dapat dilakukan pemeriksaan lebih lanjut, walau anda merasa tidak ada gejala lain tetap saran saya temui dokter saja agar bisa diketahui sedini mungkin penyebab mata kuning anda jika akibat gangguan diatas maka bisa segera ditangani sehingga peluang sembuh lebih besar dan komplikasi bisa di minimalkan atau dicegah.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Selamat sore dokter, saya merasa ada rasa nyeri di mata sebelah kanan, dan ini sudah berlangsung beberapa hari. Rasanya agak tajam, kadang muncul setelah saya terlalu lama menatap layar atau bekerja di depan komputer. Saya coba istirahat dan memejamkan mata, tapi rasa nyerinya nggak hilang-hilang. Apa sih penyebab mata nyeri sebelah kanan ini? Saya nggak tahu apakah ini karena kebiasaan terlalu lama menatap layar atau ada masalah lain di mata saya. Apakah ini bisa jadi tanda masalah serius, atau mungkin cuma akibat kelelahan mata?",https://www.alodokter.com/komunitas/topic/mata-nyeri-di-satu-sisi--apakah-itu-tanda-masalah-serius-,2025-11-10T12:36:16.682122,1,"dr. Tirtawati Wijaya, SE","15 April 2025, 21:51","Alo, saya dr. Tirtawati Wijaya, SE. Terima kasih sudah bertanya ke Alodokter.

Ada banyak hal berbeda yang dapat menyebabkan terjadinya nyeri mata, antara lain:

• Infeksi, baik yang disebabkan virus, bakteri, atau jamur yang masuk ke mata saat tangan yang terkontaminasi menyentuh / mengucek mata. Infeksi juga bisa berasal dari sinus atau hidung yang memiliki saluran ke mata.

• Jika Anda menggunakan lensa kontak, rasa nyeri bisa disebabkan lensa kontak yang kotor, lecet, ukurannya tidak tepat, kadaluarsa, atau lupa melepasnya sebelum tidur.

• Polusi udara (misalnya asap rokok / vape), kemasukan air (misalnya saat berenang, keramas), kelilipan / kemasukan benda asing (misalnya bulu mata, debu, timah las).

• Alergi

• Radang

• Peningkatan tekanan intra okular

Nyeri mata yang disebabkan kelelahan karena menatap layar komputer berjam-jam umumnya membaik bila mata diistirahatkan (misalnya tidur), dan timbul lagi bila mata diforsir lagi, jadi keluhannya hilang timbul. Mengingat keluhan Anda sudah berlangsung beberapa hari dan rasa nyerinya tidak menghilang meskipun sudah diistirahatkan, perlu dipertimbangkan kemungkinan penyebab lainnya. Berbagai kemungkinan penyebab mata nyeri per se umumnya tidak berbahaya, namun ada yang bisa menimbulkan kecacatan, bahkan mungkin kematian, bila tidak ditangani dengan baik. Contohnya: peningkatan tekanan intra okular yang terlambat ditangani dapat merusak syaraf penglihatan dan berakibat kebutaan permanen. Contoh lainnya: nyeri mata karena terpapar asap vape mungkin tidak menyebabkan kebutaan, tapi ini menunjukkan parahnya tingkat paparan yang dapat menyebabkan terjadinya e-cigarette / vape associated lung injury (EVALI) atau cidera paru terkait rokok elektrik / vape; cidera paru ini lah yang lebih berbahaya dibandingkan keluhan di mata.

Untuk mengetahui apa penyebab sebenarnya dari keluhan Anda, apakah serius atau tidak, sebaiknya periksakan diri Anda ke dokter mata. Selain melakukan banyak tanya jawab, dokter juga akan melakukan pemeriksaan fisik, misalnya dengan menggunakan slit lamp, tonometri, skin prick untuk uji alergi, dan sebagainya, tergantung dari arah kecurigaan awalnya. Setelah diketahui apa penyebabnya, barulah dokter dapat membuat rencana terapi yang sesuai.

Berikut ini adalah beberapa hal yang dapat Anda lakukan sekaitan dengan keluhan Anda:

• Istirahatkan mata setiap 20 menit sekali dengan memandang obyek berjarak lebih dari 20 kaki (sekitar 6 meter) selama 20 detik. Setelah istirahat 20 - 20 - 20 ini, Anda bisa juga melakukan pijat mata untuk relaksasi, sebelum kembali bekerja.

• Olahraga di luar ruangan dengan terpapar matahari pagi selama 30 menit setiap hari. Bila Anda hanya dapat melakukannya pada saat matahari sedang terik, lindungi mata Anda dengan sunglasses dengan anti UV yang baik (bukan hanya sekedar kacamata hitam), dan kenakan tabir surya di area kulit yang terpapar sinar matahari.

• Bersihkan mata dengan air steril mengalir untuk membantu membilas bila nyeri disebabkan benda padat. Bila tidak ada air steril, gunakan air minum yang sudah dimasak dan bersuhu ruangan; bila menggunakan air kemasan / galon juga harus dimasak terlebih dahulu.

• Bila Anda menggunakan lensa kontak, hentikanlah untuk mengistirahatkan mata Anda. Kenakan kacamata setidaknya hingga mata Anda pulih.

• Kenakan pelindung mata yang sesuai dengan aktivitas Anda.

• Bila Anda memiliki penyakit kronis seperti hipertensi, diabetes, dan sebagainya, laksanakan terapi untuk mengendalikan penyakit Anda agar tidak merusak mata.

• Berobatlah ke dokter dan laksanakan terapi sesuai anjuran.

Demikianlah penjelasan saya, semoga bermanfaat. Salam sehat selalu."
No Title,Anonymous,Unknown,"Selamat sore dokter, dok beberapa hari terakhir saya mengalami masalah pada mata saya. Mata saya terasa merah, berair, dan gatal banget, terutama di pagi hari. Saya juga sering melihat ada belekan yang keluar, dan itu bikin saya merasa nggak nyaman. Apakah ini tanda-tanda infeksi mata seperti konjungtivitis atau ada kondisi lain? Saya khawatir kalau ini bisa menular ke orang lain di rumah. Apakah saya perlu ke dokter spesialis mata atau bisa sembuh dengan perawatan rumahan saja?",https://www.alodokter.com/komunitas/topic/mata-merah-dan-gatal-dengan-belekan--apakah-itu-gejala-infeksi,2025-11-10T12:36:20.583955,1,dr. Nadia Nurotul Fuadah,"8 April 2025, 19:15","Alo, terimakasih atas pertanyaannya.

Mata yang kemerahan, berair, gatal, dan belekan paling sering memang disebabkan oleh konjungtivitis (radang selaput bening di mata). Tidak hanya infeksi, konjungtivitis bisa juga muncul karena beragam pencetus lain, seperti alergi, iritasi, kemasukan benda asing, perubahan musim, dan gangguan sistem imun. Terkadang, konjungtivitis bisa juga muncul disertai peradangan pada area mata lainnya, seperti blefaritis, uveitis, keratitis, dan sebagainya.

Pada kebanyakan kasus, kondisi Anda tidaklah berbahaya. Namun, jika benar pencetusnya adalah infeksi, maka bukan tidak mungkin infeksi ini makin menyebar ke komponen mata yang lebih dalam, atau bahkan menular ke orang lain di sekitar Anda. Biasanya, penularan ini terjadi secara tidak langsung, misalnya karena kontak dengan tangan yang terkontaminasi sekret di mata.

Untuk itu, sebelum parah, keluhan Anda sebaiknya diperiksakanlah langsung ke dokter terdekat ya.. Sembari itu, beberapa penanganan mandiri berikut bisa juga Anda lakukan:

• Jaga mata agar selalu bersih, misalnya dengan rajin mandi dan mencuci wajah, selalu cuci tangan dengan sabun sebelum memegang wajah dan mata, gunakan kacamata pelindung saat beraktifitas di luar rumah

• Hindari penggunaan kosmetika berlebih di sekitar mata

• Jangan juga menggunakan lensa kontak sebelum mata benar-benar sembuh

• Jauhkan diri Anda dari hal yang bisa membuat alergi

• Tidak mengucek-ngucek mata berlebihan

• Teteskan artificial tears ke mata yang bermasalah agar mereda peradangannya

• Kompres dingin mata agar gatalnya berkurang, misalnya dengan es batu yang dibalut kain bersih

Semoga membantu ya.."
No Title,Anonymous,Unknown,"Alodokter, dok beberapa hari ini mata saya sering kelilipan dan rasanya nggak nyaman banget. Yang bikin khawatir, kelilipannya susah keluar, walaupun sudah mencoba mengedipkan mata berkali-kali dan mencucinya dengan air. Saya udah coba cara-cara itu tapi tetap nggak berhasil, dan rasanya makin perih. Apa sih yang harus saya lakukan untuk mengatasinya? Ada cara lain yang lebih efektif agar kelilipan cepat keluar? Saya takut kalau ini terus-terusan bisa mengganggu aktivitas sehari-hari atau malah menyebabkan masalah lain.",https://www.alodokter.com/komunitas/topic/kenapa-mata-kelilipan-susah-keluar-dan-bagaimana-cara-mengatasinya-,2025-11-10T12:36:23.960833,1,dr. Riza Marlina,"8 April 2025, 16:26","Alo, selamat sore

Kelilipan pada mata biasanya terjadi ketika adanya benda asing yang masuk ke mata yang dapat menempel di kornea mata atau konjungtiva mata, kelilipan bisa disebabkan oleh banyak hal mulai dari debu, serpihan kayu bahkan bulu mata yang rontok. Umumnya kelilipan mata tidak bahaya namun hanya saja beberapa kasus tertentu bisa menyebabkan infeksi dan berpotensi menyebabkan hilangnya pengelihatan.

Jika masuknya benda asing ke dalam mata perlu harus dikeluarkan segera mungkin karena bila dibiarkan terlalu lama, benda asing tersebut dikhawatirkan dapat menyebabkan komplikasi seperti infeksi, luka hingga menimbulkan jaringan parut. Untuk mengeluarkan benda asing di mata yang menyebabkan kelilipan yang bisa anda lakukan secara mandiri ialah :

• Siapakan wadah berisi air hangat

• Benamkan mata yang kelilipan ke dalam wadah tadi

• Kedipkan mata beberapa kali di dalam air

Jika tidak membantu juga, maka anda perlu ke dokter secara langsung untuk melakukan pemeriksaan lebih lanjut untuk memastikan kemungkinan penyebab kelilipan anda alami dan mencari benda asingnya dengan begitu bisa dikeluarkan oleh dokter.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Hi dokter, dok anak saya usia 3 th mengalami mata belekan, matanya berair dan ada lendir yang keluar, terutama di pagi hari. Awalnya saya kira cuma mata iritasi karena debu, tapi kok terus-terusan. Apa sih penyebab mata belekan pada anak? Apakah ini bisa disebabkan oleh infeksi mata seperti konjungtivitis atau mungkin ada faktor lain yang perlu saya khawatirkan? Dan bagaimana cara terbaik untuk merawatnya agar cepat sembuh? Terima kasih atas bantuannya, dok!",https://www.alodokter.com/komunitas/topic/kenapa-mata-anak-belekan--apa-penyebab-dan-solusinya-,2025-11-10T12:36:27.788873,1,dr. Riza Marlina,"7 April 2025, 13:57","Alo, selamat siang

Belekan ialah kondisi saat mata mengeluarkan kotoran mata yang berbentuk lendir lengket atau kerak berwarna kuning kehijauan. Belekan mata pada umum dialami saat bangun tidur, namun jika belekan dialami terus menerus kondisi ini bisa mengarah suatu penyakit mata salah satunya konjungtivits yaitu peradagan pada mata yang diakibat oleh infeksi bakteri yang ditandai keluarnya belekan pada mata, mata merah, bisa disertai bengkak dan mata terlihat tertutup akibat kotoran mata.

Mengatasi belekan pada anak ada beberapa tips yang bisa ibu lakukan seperti :

• Siapkan kapas bersih dan basih dengan air hangat

• Usap mata si kecil secara perlahan dari sudut mata bagain dalam ke sudut mata bagian luar ganti kapan setiap 1 kali usapan

• Ulangi hingga mata anak bersih dari belekan dan kerak

• Keringkan mata si kecil menggunakan handuk lembut

• Berikan paracetamol pada anak untuk mengurangi rasa tidak nyaman dan nyeri

• Cuci tangan ibu sebelum dan sesudah memberikan mata anak

Untuk penanganan lebih lanjut ibu bisa temui dokter secara langsung agar dapat diperiksa dan ditangani dengan lebih tepat sesuai penyebab yang mendasari.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Pagi bapak/ ibu dokter, dok saya ingin konsultasi mata saya terus-menerus keluar kotoran, rasanya agak mengganggu dan kadang juga mata terasa perih. Saya nggak tahu kenapa bisa kayak gini, padahal nggak ada benda asing yang masuk ke mata. Apa sih yang bisa saya lakukan supaya mata saya nggak keluar kotoran terus? Ada obat atau cara alami yang bisa bantu atasi masalah ini? Mohon bantuannya, dok!",https://www.alodokter.com/komunitas/topic/mata-keluar-kotoran-terus--gimana-cara-mengobatinya-,2025-11-10T12:36:31.606700,1,dr. Riza Marlina,"28 Maret 2025, 12:28","Alo, selamat siang

Pada umumnya kotoran mata adalah suatu yang wajar jika muncul dalam jumlah yang sedikit dan biasanya timbul setelah bangun tidur, namun jika kotoran mata keluar terus menerus dan disertai dengan kondisi mata perih, merah maka bisa mengarah kesuatu kondisi gangguan seperti infeksi pada mata, iritasi atau alergi. Untuk kondisi anda ini bisa tangani secara mandiri terlebih dahulu dengan cara :

• Bersihkan kotoran mata dengan meggunakan kassa yang sudah dibasahkan

• Lalu keringkan dengan tisu lakukan rutin jika kotoran mata terus keluar

• Hindari menyentuh mata dengan tangan

• Gunakan obat tetes mata mengandung air mata buatan yang bisa anda beli di apotik

• Gunakan kacamata hitam saat keluar rumah

Jika tidak membaik juga dengan penanganan mandiri, maka anda bisa konsultasikan hal ini ke dokter secara langsung atau konsultasi dengan dokter melalui chat via aplikasi alodokter untuk mendapatkan penanganan lebih lanjut.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Alodokter, saya baru saja nangis dan mata saya jadi bengkak banget, padahal udah beberapa jam berlalu. Gimana ya cara cepat dan efektif untuk menghilangkan mata bengkak setelah nangis? Selain kompres dengan air dingin, ada tips lain nggak yang bisa membantu agar mata saya nggak tampak bengkak dan merah? Khawatir kalau ini bertahan lama. Mohon sarannya, dok!",https://www.alodokter.com/komunitas/topic/cara-menghilangkan-mata-bengkak-habis-nangis,2025-11-10T12:36:35.386797,1,dr. Riza Marlina,"6 Februari 2025, 16:03","Alo, selamat sore

Mata bisa bengkak setelah menangis hal ini terjadi karena air mata yang keluar saat menangis karena lupan emsoi dikatakan memiliki kadar air yang lebih tinggi sehingga jaringan sekitar mata yang mengandung cukup banyak garam dan sedikit air akan menyerap kelebihan air ini saaat menangis hal inilah yang menyebabkan mata menjadi bengkak. Bengkak pada mata tentu dapat menganggu penamilan dan juga bisa menjadi pusat perhatian orang lain nah, untuk itu anda tentunya ingin mengatasi mata bengkak ini ada beberapa hal yang bisa anda lakukan secara mandiri seperti :

• Kompres dingin selama kurang lebih 10 menit

• Gunakan rol mata atau eye roller

• Saat tidur tinggikan kepala jadi gunakan bantal

• Tidur yang cukup

• Konsumsi air putih yang cukup

• Gunakan makeup seperti mengoleskan concealer

• Gunakan kacamata saat keluar dan bekerja

Pada umumnya mata bengkak setelah menangis akan membaik dalam 1-2 hari.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Alodokter, dok mata kelilipan dan susah keluar sampe mata merah karena kesringan kucek mata, saya basuh air berulang hingga kedip2in agar keluar kotorannya tp gak berhasil jg. solusinya bagaimana dok?",https://www.alodokter.com/komunitas/topic/cara-mengatasi-mata-kelilipan-yang-susah-keluar,2025-11-10T12:36:38.734736,1,dr. Riza Marlina,"28 Januari 2025, 13:51","Alo, selamat siang

Kelilipan bisa disebabkan oleh banyak hal mulai dari partikel debu, serpihan kayu bahkan bulu mata yang rontok. Ketika benda asing masuk ke mata, biasanya benda tersebut menempel pada kornea mata atau konjungtiva mata, umumnya kelilipan tidak berbahaya namun di kasus tertentu bisa menyebabkan infeksi. Benda asing yang masuk ke dalam mata harus dikeluarkan sesegara mungkin karena bila terlalu lama, benda asing tersebut dikhawatirkan bisa menyebabkan komplikasi seperti infeksi dan luka.

Ada beberapa tips yang bisa anda lakukan untuk mengatasi kelilipan seperti :

• Hindari mengucek mata

• Cuci tangan dengan air mengalir dan sabun hingga bersih

• Cari keberadaan benda asing dengan melihat dicermin

• Jika sudah ketemu siapkan wadah berisi air hangat, benamkan mata yang kelilipan kendalam wadah air tadi, lalun kedipkan mata berkali-kali di dalam air untuk mengluarkan benda asing

Jika tidak berhasil juga atau benda asing tersebut tidak ketemu anda bisa temui dokter secara langsung untuk mendapatkan penanganan lebih lanjut.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"Mata saya bangun tidur tiba-tiba bengkak dan sakit di pake melek, belekannya banyak. trs sekarang jadi gatal dan memerah. kenapa ini dokter?",https://www.alodokter.com/komunitas/topic/mata-sakit--merah-dan-bengkak-setelah-bangun-tidur-,2025-11-10T12:36:42.665002,1,dr. Nadia Nurotul Fuadah,"15 Agustus 2024, 17:45","Alo, terimakasih atas pertanyaannya.

Mata yang mendadak bengkak, nyeri, belekan, gatal, dan kemerahan saat habis bangun tidur bisa menandakan banyak hal, contohnya:

• Blefaritis (radang kelopak mata)

• Dermatitis kontak (radang di kulit akibat bersentuhan dengan substansi iritatif atau akibat alergi terhadap substansi yang bersentuhan ke kulit)

• Digigit serangga atau kontak dengan hewan lain

• Faktor lain, seperti konjungtivitis, selulitis, uveitis, keratitis, hordeolum, endoftalmitis, panoftalmitis, habis menangis berlebihan, alergi terhadap substansi tertentu, dan sebagainya

Tergantung penyebab yang mendasari, kondisi Anda bisa jadi berbahaya, bisa juga tidak. Baiknya, Anda tidak dulu panik. Cobalah mengatasinya dulu dengan mencuci muka dan membersihkan area sekitar mata dengan sabun yang lembut, mengompres dingin mata yang bengkak, tidak sembarangan mengucek mata yang mengalami keluhan, tidak menggunakan kosmetika berlebihan di sekitar mata, hindari hal-hal yang mungkin membuat Anda alergi atau mengiritasi mata Anda, perbanyak istirahat di rumah, dan kenakan kacamata pelindung jika harus bepergian ke luar rumah.

Apabila keluhan Anda malah tampak semakin parah, segeralah memeriksakan diri ke dokter agar ditangani lebih optimal ya..

Semoga membantu."
No Title,Anonymous,Unknown,"Permisi dokter, dok sodara perempuan saya kecelakaan mobil dan mengalami kornea mata robek. apakah itu bisa disembuhkan dok? apa nantinya akan berefek menjadi kebutaan? jika di operasi kemungkinan keberhasilan berapa persen dokter?",https://www.alodokter.com/komunitas/topic/apakah-kornea-mata-robek-bisa-sembuh-,2025-11-10T12:36:46.683029,1,dr. Devika Y,"7 Juni 2024, 12:04","Alo,

Adanya trauma pada mata dapat menyebabkan kerusakan pada kornea termasuk ruptur kornea / robekan kornea. Kornea sendiri merupakan bagian mata yang memiliki peran penting dalam penglihatan, sehingga bila terdapat masalah pada kornea dapat mengganggu penglihatan.

Ruptur kornea dapat menyebabkan gejala berupa nyeri mata hebat, mata kabur, penglihatan menurun, mata merah, silau, mata berair, mata bengkak, dan perubahan bentuk kornea. Apabila tidak segera mendapatkan penanganan, dapat menyebabkan komplikasi berupa gangguan penglihatan hingga kebutaan.

Penanganan ruptup kornea bergantung pada kondisi pasien, diantaranya yaitu pemberian obat-obatan, pemakaian penutup mata, tindakan pembedahan dengan menjahit kornea hingga melakukan transplantasi kornea. Apabila terdapat gangguan penglihatan, maka dapat dilakukan rehabilitasi penglihatan apabila diperlukan.

Untuk kasus saudara Anda, sebaiknya Anda berkonsultasi langsung dengan dokter mata yang merawat saudara Anda karena dokter yang merawatlah yang lebih paham kondisi kerusakan kornea saudara Anda berikut juga dengan rencana penanganan selanjutnya. Sebaiknya saudara Anda mengikuti arahan dan anjuran dari dokter yang merawat ya.

Semoga membantu Anda,

terimakasih."
No Title,Anonymous,Unknown,"Semalam saya habis menangis sampai ketiduran, paginya saat mengaca mata saya sembab sekali, saya malu kalau harus keluar rumah dengan kondisi seperti ini. bagaimana ya dok cara mengatasi mata sembab saya?",https://www.alodokter.com/komunitas/topic/tips-mengatasi-mata-sembab-setelah-menangis-semalaman,2025-11-10T12:36:50.614414,1,dr. Riza Marlina,"7 Juni 2024, 10:15","Alo, selamat pagi

Saat menangis sering sekali meninggal tanda yang jelas yaitu mata bengkak atau sembab. Kondisi ini dapat terjadi karena air mata yang keluar saat menangis memiliki kadar air yang lebih tinggi yang dimana jaringan sekitar mata yang mengandung cukup banyak garam dan sedikit air akan menyerap kelebihan air ini saat anda menangis itulah yang menyebabkan mata menjadi sembab dan bengkak setelah menangis. Untuk mengatasi mata sembab dan bengkak setelah menangis ada beberapa tips yang bisa dilakukan seperti :

• Kompres dingin dengan merendam kain atau handuk di air es dingin lalu kompres ke bagin mata yang sembab

• Tidur dengan posisi kepala lebih tinggi jadi gukana bantal

• Gunakan makeup seperti mengoleskan concealear di area mata yang bengkak atau bisa gunakan kacamata saat keluar rumah

Semoga dapat membantu"
